 === NPZ Ecosistem model integration ====================================
  time            phytoplankton   zooplankton     nitrate         total_N
   93.2799988      0.270782351       1.14735460       2.58186078       3.99999762    
   93.2900009      0.272273064       1.14678717       2.58093739       3.99999762    
   93.2999954      0.273773938       1.14622402       2.57999969       3.99999762    
   93.3099976      0.275285035       1.14566529       2.57904720       3.99999762    
   93.3199997      0.276806444       1.14511096       2.57808018       3.99999762    
   93.3299942      0.278338224       1.14456105       2.57709837       3.99999762    
   93.3399963      0.279880434       1.14401555       2.57610178       3.99999762    
   93.3499985      0.281433195       1.14347446       2.57509017       3.99999785    
   93.3600006      0.282996535       1.14293778       2.57406354       3.99999785    
   93.3699951      0.284570545       1.14240551       2.57302165       3.99999762    
   93.3799973      0.286155313       1.14187777       2.57196450       3.99999762    
   93.3899994      0.287750930       1.14135456       2.57089210       3.99999762    
   93.4000015      0.289357454       1.14083588       2.56980419       3.99999762    
   93.4099960      0.290974975       1.14032173       2.56870079       3.99999762    
   93.4199982      0.292603552       1.13981211       2.56758189       3.99999762    
   93.4300003      0.294243306       1.13930702       2.56644726       3.99999762    
   93.4399948      0.295894295       1.13880658       2.56529665       3.99999762    
   93.4499969      0.297556579       1.13831079       2.56413007       3.99999738    
   93.4599991      0.299230278       1.13781965       2.56294751       3.99999738    
   93.4700012      0.300915450       1.13733315       2.56174898       3.99999762    
   93.4799957      0.302612185       1.13685131       2.56053400       3.99999762    
   93.4899979      0.304320574       1.13637412       2.55930281       3.99999762    
   93.5000000      0.306040674       1.13590169       2.55805516       3.99999762    
   93.5099945      0.307772607       1.13543403       2.55679083       3.99999762    
   93.5199966      0.309516430       1.13497102       2.55551004       3.99999762    
   93.5299988      0.311272264       1.13451290       2.55421233       3.99999762    
   93.5400009      0.313040167       1.13405955       2.55289769       3.99999738    
   93.5499954      0.314820230       1.13361096       2.55156612       3.99999738    
   93.5599976      0.316612571       1.13316727       2.55021763       3.99999762    
   93.5699997      0.318417251       1.13272846       2.54885173       3.99999738    
   93.5799942      0.320234358       1.13229442       2.54746866       3.99999738    
   93.5899963      0.322064012       1.13186538       2.54606819       3.99999762    
   93.5999985      0.323906273       1.13144124       2.54465008       3.99999762    
   93.6100006      0.325761229       1.13102198       2.54321432       3.99999762    
   93.6199951      0.327629000       1.13060772       2.54176068       3.99999738    
   93.6299973      0.329509676       1.13019848       2.54028916       3.99999738    
   93.6399994      0.331403345       1.12979424       2.53879976       3.99999738    
   93.6500015      0.333310097       1.12939501       2.53729224       3.99999738    
